name,city,country
Fazenda Busato II Airport,Serra Ramalho,BR
Fazenda Regina Airport,Itatinga,BR
Fazenda Rebojo Airport,Corumba,BR
Fazenda Passo Fundo Airport,Primavera Do Leste,BR
Yaguarito Airport,Surimena,CO
Araracuara Airport,Araracuara,CO
Alcides Fernandez Airport,Acandi,CO
Aguachica Airport,Aguachica,CO
Amalfi Airport,Amalfi,CO
Gomez Nino Apiay Air Base,Apiay,CO
El Eden Airport,Armenia,CO
Tres De Mayo Airport,Puerto Asis,CO
Las Flores Airport,El Banco,CO
Becerril Airport,Becerril,CO
Palonegro Airport,Bucaramanga,CO
Buenavista Airport,Fonseca,CO
El Dorado International Airport,Bogota,CO
Ernesto Cortissoz International Airport,Barranquilla,CO
Berastegui Airport,Berastegui,CO
Jose Celestino Mutis Airport,Bahia Solano,CO
Gerardo Tobar Lopez Airport,Buenaventura,CO
Capurgana Airport,Capurgana,CO
Carmen De Bolivar Airport,Carmen De Bolivar,CO
Camilo Daza International Airport,Cucuta,CO
Mandinga Airport,Condoto,CO
Rafael Nunez International Airport,Cartagena,CO
El Pacifico Airport,Cartagena Del Chiara,CO
Carimagua Airport,Puerto Lopez,CO
Alfonso Bonilla Aragon International Airport,Cali,CO
Cimitarra Airport,Cimitarra,CO
Cravo Norte Airport,Cravo Norte,CO
La Florida Airport,Tumaco,CO
Cupica Airport,Bahia Solano,CO
Caruru Airport,Caruru,CO
Juan H White Airport,Caucasia,CO
Covenas Airport,Covenas,CO
Las Brujas Airport,Corozal,CO
El Bagre Airport,El Bagre,CO
Yariguies Airport,Barrancabermeja,CO
Gustavo Artunduaga Paredes Airport,Florencia,CO
Furatena Airport,Quipama,CO
Fundacion Airport,Fundacion,CO
La Gaviota Airport,,CO
Marco Fidel Suarez Air Base,Cali,CO
Santiago Vila Airport,Girardot,CO
Santa Ana Airport,Cartago,CO
Juan Casiano Airport,Guapi,CO
Guaymaral Airport,Chia,CO
Garzon La Jagua Airport,Garzon,CO
Chaparral Airport,Chaparral,CO
Hato Corozal Airport,Hato Corozal,CO
Perales Airport,Ibague,CO
Chigorodo Airport,Chigorodo,CO
San Luis Airport,Ipiales,CO
Malaga Airport,Malaga,CO
Antonio Roldan Betancourt Airport,Carepa,CO
Caucaya Airport,Puerto Leguizamo,CO
Jorge Isaac Airport,La Mina-Maicao,CO
La Pedrera Airport,La Pedrera,CO
Alfredo Vasquez Cobo International Airport,Leticia,CO
Madrid Air Base,Madrid,CO
Enrique Olaya Herrera Airport,Medellin,CO
Melgar Air Base,Melgar,CO
Miraflores Airport,Miraflores,CO
Baracoa Airport,Magangue,CO
Maicao Airport,Maicao,CO
Montelibano Airport,Montelibano,CO
Casanare Airport,Mani,CO
San Bernardo Airport,Mompos,CO
Los Garzones Airport,Monteria,CO
Fabio Alberto Leon Bentley Airport,Mitu,CO
La Nubia Airport,Manizales,CO
Necocli Airport,Necocli,CO
Reyes Murillo Airport,Nuqui,CO
Benito Salas Airport,Neiva,CO
Aguas Claras Airport,Ocana,CO
Orocue Airport,Orocue,CO
Puerto Lopez Airport,Puerto Lopez,CO
Orito Airport,Orito,CO
Otu Airport,El Rhin,CO
Juan Jose Rondon Airport,Paipa,CO
Puerto Bolivar Airport,Portete,CO
German Olano Airport,Puerto Carreno,CO
Obando Airport,Puerto Inirida,CO
Matecana International Airport,Pereira,CO
Puerto Gaitan Airport,Puerto Gaitan,CO
Pitalito Airport,Pitalito,CO
Plato Airport,Plato,CO
Puerto Nare Airport,Armenia,CO
Guillermo Leon Valencia Airport,Popayan,CO
German Olano Air Base,La Dorada,CO
Puerto Berrio Airport,Puerto Berrio,CO
Antonio Narino Airport,Pasto,CO
El Embrujo Airport,Providencia,CO
Paz De Ariporo Airport,Paz De Ariporo,CO
Jose Celestino Mutis Airport,Mariquita,CO
Jose Maria Cordova International Airport,Rionegro,CO
Almirante Padilla Airport,Riohacha,CO
Los Colonizadores Airport,Saravena,CO
Santa Fe De Antioquia Airport,,CO
San Gil Airport,San Gil,CO
Santiago I Airport,Mani,CO
Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,CO
Simon Bolivar International Airport,Santa Marta,CO
Alberto Lleras Camargo Airport,Sogamoso,CO
Gustavo Rojas Pinilla International Airport,San Andres,CO
Eduardo Falla Solano Airport,San Vicente Del Caguan,CO
Tauramena Airport,Tauramena,CO
Tibu Airport,Tibu,CO
Trinidad Airport,Trinidad,CO
Tolemaida Air Base,Las Ceibas,CO
Tunja Airport,Tunja,CO
Tolu Airport,Tolu,CO
Gustavo Vargas Airport,Tame,CO
Tres Esquinas Air Base,Tres Esquinas,CO
Gonzalo Mejia Airport,Turbo,CO
Marandua Air Base,Marandua,CO
Santiago Perez Airport,Arauca,CO
El Carano Airport,Quibdo,CO
Farfan Airport,Tulua,CO
Urrao Airport,Urrao,CO
Villagarzon Airport,Villagarzon,CO
Velasquez Airport,Velasquez,CO
Villanueva Airport,Villanueva,CO
Alfonso Lopez Pumarejo Airport,Valledupar,CO
Vanguardia Airport,Villavicencio,CO
Yaguara Airport,San Vicente Del Caguan,CO
El Yopal Airport,El Yopal,CO
Abopo Airport,Cordillera,BO
Monteagudo Airport,El Banado,BO
Alcantarí International Airport,Yamparáez (Sucre),BO
Arampampa Airport,Gral. Ballivian,BO
Angora Airport,Ballivian,BO
Apolo Airport,Apolo,BO
Aiquile Airport,Campero,BO
Ascencion De Guarayos Airport,Ascension de Guarayos,BO
Baures Airport,Baures,BO
Bulo Bulo Airport,Carrasco,BO
Blanca Flor Airport,Madre De Dios,BO
Buena Hora Airport,Ballivian,BO
Bermejo Airport,Bermejo,BO
Bella Union Airport,Mamore,BO
Buen Retiro Itenez Airport,Itenes,BO
Bella Vista Itenez Airport,Itenes,BO
Buen Retiro Ballivian Airport,Ballivian,BO
Villa Vista Montano Airport,De Montano,BO
Camiri Airport,Camiri,BO
Jorge Wilsterman International Airport,Cochabamba,BO
Copacabana Airport,Copacabana,BO
Canada Airport,Gutierrez,BO
Cabezas Airport,Cordillera,BO
Charagua Airport,Cordillera,BO
Chimore Airport,Chimore,BO
Caigua Airport,Gran Chaco,BO
Collpani Airport,Abaroa,BO
Camiare Airport,Yacuma,BO
Charana Airport,Charana,BO
Capitan Anibal Arab Airport,Cobija,BO
Concepcion Airport,Concepcion,BO
Comarapa Airport,M. Caballero,BO
Cerdas Airport,Nor Lipez,BO
Choreti Bolivia South America Airport,Mamore,BO
Culpina Airport,Sud Cinti,BO
Cavinas Airport,Ballivian,BO
Chive Airport,Iturralde,BO
Collpa Airport,A. Ibanez,BO
Caranda Airport,Ichilo,BO
El Desengano Airport,Yacuma,BO
El Cocal Airport,Yacuma,BO
El Cairo Airport,Yacuma,BO
El Escondido Airport,Tesoro,BO
El Triunfo Airport,Yacuma,BO
El Rancho Airport,Mamore,BO
Espino Airport,Cordillera,BO
El Condor Airport,Tesoro,BO
El Paraiso Airport,Yacuma,BO
El Peru Airport,Yacuma,BO
Cerrillos Airport,Hernando Siles,BO
Estalsa Airport,Poopo,BO
El Trompillo Airport,Santa Cruz,BO
El Salvador Airport,Ballivian,BO
La Esperanza Airport,Moxos,BO
Fatima Airport,Ballivian,BO
Florida Airport,Moira,BO
Flor De Oro Airport,Moxos,BO
Florencia Airport,Moxos,BO
Guirapembi Airport,Cordillera,BO
Capitan de Av. Emilio Beltran Airport,Guayaramerin,BO
Cachascani Airport,Itenes,BO
Huacareta Airport,H. Silez,BO
Huacaraje Airport,Itenes,BO
Chacobos Airport,Parapeti,BO
Inglaterra Airport,Ballivian,BO
Santa Catalina Airport,Moxos,BO
Samaipata Airport,Florida,BO
Ibori Airport,Itenes,BO
Itaguazurenda Airport,Cordillera,BO
Ixiamas Airport,Iturralde,BO
Intiraymi Airport,La Joya,BO
Izozog Airport,Cordillera,BO
Jatata Airport,Madre De Dios,BO
San Jose De Chiquitos Airport,San Jose de Chiquitos,BO
San Juan Estancias Airport,Cercado,BO
San Joaquin Airport,San Joaquin,BO
Josuani Airport,Yacuma,BO
San Javier Airport,San Javier,BO
Las Brizas Airport,Yacuma,BO
Lago Huachi Airport,Itenes,BO
La India Airport,Ballivian,BO
Laja Airport,Los Andes,BO
Laguna Loa Airport,Ballivian,BO
El Alto International Airport,La Paz / El Alto,BO
Copaquilla Airport,L. Cabrera,BO
Lagunillas Airport,Caraparicito,BO
San Lorenzo Airport,Moxos,BO
Mangabalito Airport,Velasco,BO
Madidi Airport,Iturralde,BO
Mandeyepecua Airport,Cordillera,BO
Magdalena Airport,Magdalena,BO
Mora Airport,Velasco,BO
Manuripi Airport,Manuripi,BO
Monos Arana Airport,Valle Grande,BO
Mizque Airport,Mizque,BO
Canada Larga Airport,Chiquitos,BO
Nuevo Mundo Airport,Yacuma,BO
Nieve Airport,Yacuma,BO
Juan Mendoza Airport,Oruro,BO
Palmar Airport,Guanacos,BO
Piso Firme Airport,Velasco,BO
Progreso Airport,Moxos,BO
Pitai Airport,Moxos,BO
Padilla Airport,J. Mendoza,BO
Palmira Airport,Yacuma,BO
Porvenir Norte Airport,Velasco,BO
Capitan Nicolas Rojas Airport,Potosi,BO
Puerto Rico Airport,Puerto Rico/Manuripi,BO
Capitan Av. Salvador Ogaya G. airport,Puerto Suarez,BO
El Porvenir Sur Airport,Luis Calvo,BO
Piray Airport,Sanja Honda,BO
Coquinal Airport,Ballivian,BO
San Ramon Airport,San Ramon / Mamore,BO
Robore Airport,Robore,BO
Refugio Airport,Velasco,BO
Rancho Alegre Airport,Yacuma,BO
Capitan Av. Selin Zeitun Lopez Airport,Riberalta,BO
Rosal Airport,Yacuma,BO
Rosapata Airport,Carangas,BO
Rurenabaque Airport,Rurenabaque,BO
Retiro Airport,Yacuma,BO
Rio Seco Airport,Campo Ingelmeco,BO
Santa Rita Airport,Yacuma,BO
Rincon Del Tigre Airport,German Busch,BO
Reyes Airport,Reyes,BO
Santa Ana Del Yacuma Airport,Santa Ana del Yacuma,BO
Capitan Av. German Quiroga G. Airport,San Borja,BO
San Carlos Gutierrez Airport,Yacuma,BO
Santa Teresita Airport,Angel Sandoval,BO
San Francisco Moxos Airport,Beni,BO
San Miguel De Gaser Airport,Yacuma,BO
Santa Ana De Huachi Airport,Sud Yungas,BO
Capitan Av. Juan Cochamanidis S. Airport,San Ignacio de Velasco,BO
Salinas Airport,Ladislao Cabrera,BO
Santa Rosa Del Sara Airport,A. Ibanez,BO
San Ignacio de Moxos Airport,San Ignacio de Moxos,BO
Sanandita Airport,Gran Chaco,BO
Sipuati Airport,Gran Chaco,BO
Santiago De Chiquitos Airport,Santiago de Chiquitos,BO
Santa Rosa De Yacuma Airport,Santa Rosa,BO
Saipiru Airport,Cordillera,BO
Juana Azurduy De Padilla Airport,Sucre,BO
Taquipirenda Airport,Cordillera,BO
Tres Cruces Airport,Chiquitos,BO
Teoponte Airport,Larecaja,BO
Santiago Airport,Moxos,BO
San Matias Airport,San Matias,BO
Capitan Oriel Lea Plaza Airport,Tarija,BO
Toldos Airport,Nor Lipez,BO
Totora Airport,Oruro,BO
Teniente Av. Jorge Henrich Arauz Airport,Trinidad,BO
Turco Airport,Sajama,BO
Tita Airport,San Rafael,BO
Tuichi Airport,Franz Tamayo,BO
Tiguipa Airport,Yacuma,BO
Tupiza Airport,Sud Chichas,BO
Cuevo Airport,Cordillera,BO
Curahuara de Carangas Airport,Oruro,BO
Urusi Airport,Ballivian,BO
Ulla Ulla Airport,Franz Tamayo,BO
Uyuni Airport,Quijarro,BO
Villa Aroma Airport,Aroma,BO
Covendo Airport,Sud Yungas,BO
Venecia Airport,Yacuma,BO
Capitan Av. Vidal Villagomez Toledo Airport,Vallegrande,BO
Caranavi Airport,Nor Yungas,BO
Teniente Coronel Rafael Pabon Airport,Villamontes,BO
Villa Negrita Airport,Yacuma,BO
Viru Viru International Airport,Santa Cruz,BO
Tesoro/La Vertiente Airport,Tesoro,BO
Vuelta Grande Airport,Luis Calvo,BO
Villa Elvira Airport,Mamore,BO
Villazon Airport,M.Omiste,BO
Yacuiba Airport,Yacuiba,BO
Yabog Airport,Las Juntas,BO
Yapacani Airport,Ichilo,BO
San Pedro Rb Airport,Moxos,BO
San Carlos Airport,Ichilo,BO
San Francisco Naciff Airport,Nacif,BO
San Pedro Richard Airport,Itenes,BO
San Vicente Airport,Velasco,BO
Afobakka Airstrip,Afobakka,SR
Albina Airport,Albina,SR
Botopasi Airport,Botopasi,SR
Cayana Airstrip,Awaradam,SR
Coeroeni Airport,Coeroeni,SR
Totness Airport,Totness,SR
Cottica Airstrip,Lawa Cottica,SR
Drietabbetje Airport,Drietabbetje,SR
Djumu-Djomoe Airport,Djumu-Djomoe,SR
Ladouanie Airport,Aurora,SR
Alalapadu Airstrip,Alalapadi,SR
Eduard Alexander Gummels International Airport,Paramaribo,SR
Godo Holo Airstrip,Pikienkondre of Miranda,SR
Johan Adolf Pengel International Airport,Zandery,SR
Kabalebo Airport,Kabalebo,SR
Kayser Airport,Kayserberg,SR
Moengo Airstrip,Moengo,SR
Nieuw Nickerie Airport,Nieuw Nickerie,SR
Vincent Fayks Airport,Paloemeu,SR
Poesoegroenoe(Pusugrunu) Airstrip,Poesoegroenoe,SR
Sipaliwini Airport,Sipaliwini,SR
Kwamalasoemoetoe Airport Airport,Kwamalasoemoetoe Airport,SR
Stoelmanseiland Airport,Stoelmanseiland,SR
Tabiki Airstrip,Benzdorp,SR
Rudi Kappel Airport,Tafelberg,SR
Tepoe Airstrip,Kasikasima,SR
Wageningen Airport Airport,Wageningen Airport,SR
Washabo Airport,Washabo,SR
Zorg en Hoop Airport,Paramaribo,SR
Lenora Municipal Airport,Lenora,US
Roberts Memorial Airport,Emporia,US
Halstead Airport,Halstead,US
Fisher Airport,Burrton,US
Belle Plaine Farms Airport,Belle Plaine,US
Albers Airport,Cheney,US
Sills Air Park,Augusta,US
Brady-Pippin Airport,Augusta,US
Flory Airport,Baldwin City,US
Hoelting Airport,Basehor,US
Rucker Airport,Burdett,US
Rands Airport,Belle Plaine,US
Callaway Airpark,Clay Center,US
Rucker Airport,Clearwater,US
Wamsley Field,Conway Springs,US
Harold K Wells Airport,Elmdale,US
Olson Aerodrome,Derby,US
Harrod Airport,Ottawa,US
Michael's Airport,Lawrence,US
Taylor Airport,Benton,US
Converse Farm Airport,Eskridge,US
Irish Creek Airfield,Hutchinson,US
Pilot Pointe Estates Airport,Douglass,US
R J C Farms Inc Airport,Friend,US
Yoder Airpark,Goddard,US
Roberts Field,Bentley,US
Gail Ballard Airport,Haviland,US
Eck Field,Goddard,US
Lake Waltanna Airport,Goddard,US
Button Airport,Great Bend,US
Lil Bird Airport,Valley Center,US
Emmerson Airport,Hammond,US
Kaypod Airport,Harper,US
Graham Farms Airport,Harris,US
Sommers Airport,Highland,US
Albright Airport,Bucyrus,US
Highcrest Air Park,Lansing,US
Crosswind Airfield,Louisburg,US
Eibes Airfield,Mc Louth,US
Godfrey Airport,Madison,US
Sunshine Ranch Airport,Manhattan,US
Roberts Air Field,Sylvia,US
G&Ag Airport,Moscow,US
Anton Flying Uv Airport,Satanta,US
Laflin Ranch Airport,Olsburg,US
Araripina Airport,Araripina,BR
Fazenda Santa Rosa Airport,Xinguara,BR
Fazenda Aguia Branca Airport,Gurupi,BR
Arcoverde Airport,Arcoverde,BR
Fazenda Agua Comprida Airport,Agua Comprida,BR
Araguari Airport,Araguari,BR
Adustina Airport,Adustina,BR
Alto Parnaiba Airport,Alto Parnaiba,BR
Fazenda Jaguare Airport,Paragominas,BR
Arapiraca Airport,Arapiraca,BR
Santo Antonio do Amparo Airport,Santo Antonio Do Amparo,BR
Janauba Airport,Janauba,BR
Cirilo Queiroz Airport,Almenara,BR
Tres Marias Airport,Tres Marias,BR
Aracati Airport,Aracati,BR
Aeroclube Airport,Aracaju,BR
Agrovale Airport,Juazeiro,BR
Fazenda Boa Fe Airport,Conquista,BR
Fazenda Rio Lages Airport,Sao Felix Do Xingu,BR
Amargosa Airport,Amargosa,BR
Fazenda Agronol Airport,Luis Eduardo Magalhaes,BR
Barra do Corda Airport,Barra Do Corda,BR
Sobradinho Airport,Juazeiro,BR
Fazenda Botuvera Airport,Paranatinga,BR
Baixo Guandu - Aimores Airport,Baixo Guandu,BR
Bacabal Airport,Bacabal,BR
Belo Jardim Airport,Belo Jardim,BR
Belmonte Airport,Belmonte,BR
Cristiano Ferreira Varella Airport,Muriae,BR
Balbinot Airport,Portel,BR
Boquira Airport,Boquira,BR
Barreiras Airport,Barreiras,BR
Balsas Airport,Balsas,BR
Benedito Leite Airport,Benedito Leite,BR
Socrates Mariani Bittencourt Airport,Brumado,BR
Campo de Boi Airport,Ipixuna Do Para,BR
Baiao Airport,Baiao,BR
Barra Airport,Barra,BR
Bambui Airport,Bambui,BR
Paramirim Airport,Paramirim,BR
Campo Belo Airport,Campo Belo,BR
Castanhal Airport,Prainha,BR
Calcoene Airport,Calcoene,BR
Campo do Meio Airport,Campo Do Meio,BR
Continental Airport,Altamira,BR
Campos Gerais Airport,Campos Gerais,BR
Cibrasa Airport,Capanema,BR
Piquiatuba Airport,Santarem,BR
Lorenzo Airport,Cairu,BR
Carutapera Airport,Carutapera,BR
Cocorobo Airport,Euclides Da Cunha,BR
Campos Sales Airport,Campos Sales,BR
Ubaporanga Airport,Caratinga,BR
Cururupu Airport,Cururupu,BR
Campina Verde Airport,Campina Verde,BR
Centro de Lancamento de Alcantara Airport,Alcantara,BR
Colatina Airport,Colatina,BR
Campo da Praia Airport,Coruripe,BR
Ponte Nova Airport,Ponte Nova,BR
Ruropolis Airport,Ruropolis,BR
Redencao Airport,Redencao,BR
Fazenda Eldorado Airport,Igarape Do Meio,BR
Fazenda Santa Lucia Airport,Santa Ines,BR
Aba Airport,Barreiras,BR
Pista Castanheirinho Airport,Itaituba,BR
Santana dos Brejos Airport,Santana Dos Brejos,BR
Leopoldina Airport,Leopoldina,BR
Ouro Branco Airport,Paracatu,BR
Palmares Airport,Acara,BR
Fazenda Soya Airport,Sao Desiderio,BR
Domingos Rego Airport,Timon,BR
Diamantina Airport,Diamantina,BR
Ponta Do Sol Airport,Capitolio,BR
Divinopolis Airport,Divinopolis,BR
Divisa Airport,Encruzilhada,BR
Cachoeira Airport,Coruripe,BR
Picarrao Airport,Estrela Do Sul,BR
Paragominas Airport,Paragominas,BR
Outeiros da Brisas Airport,Porto Seguro,BR
Canavieiras Airport,Canavieiras,BR
Jaua Airport,Camacari,BR
Mineracao Porquinho Airport,Itaituba,BR
Monte Verde Airport,Camanducaia,BR
Moria Airport,Dom Bosco,BR
Belterra Airport,Belterra,BR
Encanta Moca Airport,Recife,BR
Fazenda Calumbi Airport,Fortuna,BR
Dezoito Airport,Neropolis,BR
Esplanada Airport,Esplanada,BR
Euclides da Cunha Airport,Euclides Da Cunha,BR
Fazenda Congonhas Airport,Carneirinho,BR
Fazenda Lagoa do Morro Airport,Brejoes,BR
Fazenda Palmeira do Capim Airport,Novo Brasil,BR
Fazenda Santo Antonio Airport,Unai,BR
Fazenda Minas Gerais Airport,Pontes E Lacerda,BR
Fazenda Santo Antonio Airport,Buritizeiro,BR
Alfenas Airport,Alfenas,BR
Feijo Airport,Fortaleza,BR
Fazenda Citropar Airport,Capitao Poco,BR
Fazenda Dom Felipe Airport,Ponta Pora,BR
Fazenda Sao Jose do Parnaiba Airport,Tupaciguara,BR
Pousada Thaimacu Airport,Jacareacanga,BR
Francisco Sa Airport,Francisco Sa,BR
Garimbo Tocantinzinho Airport,Itaituba,BR
Fazenda Santa Fe Airport,Jardinopolis,BR
Formiga Airport,Formiga,BR
Fazenda Pirapo Airport,Sorriso,BR
Fazenda Paineira Airport,Sao Sebastiao Da Bela Vista,BR
Belem de Sao Francisco Airport,Belem De Sao Francisco,BR
Fazenda Mimoso S/A Airport,Barreiras,BR
Fazenda Serinhaem Airport,Itubera,BR
Frutal Airport,Frutal,BR
Lago Joanes Airport,Simoes Filho,BR
Sao Joao do Piaui Airport,Sao Joao Do Piaui,BR
Sao Felix do Xingu Airport,Sao Felix Do Xingu,BR
Fazenda Villa Terezinha Airport,Bocaiuva,BR
Guarapari Airport,Guarapari,BR
Gilbues Airport,Gilbues,BR
Pista Canaa Airport,Itaituba,BR
Guadalupe Airport,Guadalupe,BR
Bom Jesus do Gurgueia Airport,Bom Jesus Do Gurgueia,BR
Guanhaes Airport,Guanhaes,BR
Guanambi Airport,Guanambi,BR
Grajau Airport,Grajau,BR
Fazenda Bela Vista Airport,Monte Alegre De Minas,BR
Fazenda Canada Airport,Uberlandia,BR
Garanhuns Airport,Garanhuns,BR
Fazenda Nova Airport,Uberlandia,BR
Fazenda Santa Maria Airport,Tupaciguara,BR
Fazenda Estrela Dalva Airport,Rondon Do Para,BR
Gorotire Airport,Gorotire,BR
Aeroclube de Alagoas Airport,Maceio,BR
Gentio de Ouro Airport,Gentio De Ouro,BR
Gurupa Airport,Gurupa,BR
Fazenda Cauaxi Airport,Paragominas,BR
Guaxupe Airport,Guaxupe,BR
Fazenda Floresta do Lobo Airport,Uberlandia,BR
Fazenda Inhumas do Chapadao Airport,Uberaba,BR
Fazenda Varjadao Airport,Sandolandia,BR
Usina de Jose Bonifacio Airport,Jose Bonifacio,BR
Nacional Grafite I Airport,Itapecerica,BR
Lagoa da Taboca Airport,Joao Pinheiro,BR
Nacional de Grafite II Airport,Pedra Azul,BR
Herbert Mata Pires Airport,Itaberaba,BR
Nacional de Grafite III Airport,Salto Da Divisa,BR
Fazenda Agua Santa Airport,Perdizes,BR
Santa Magalhaes Airport,Serra Talhada,BR
FazendaBola Sete Airport,Itinga Do Maranhao,BR
Fazenda Agro-Marata Airport,Santa Luzia,BR
Fazenda Samello Airport,Paracatu,BR
Igarape-Acu Airport,Igarape-Acu,BR
Itaberaba Airport,Itaberaba,BR
Irece Airport,Irece,BR
Caetite Airport,Caetite,BR
Fazenda Serra Dourada Airport,Itaituba,BR
Iguatu Airport,Iguatu,BR
Ouroland Airport,Itaituba,BR
Itamarandiba Airport,Itamarandiba,BR
Prainha Airport,Prainha,BR
Cipo Airport,Cipo,BR
Itapetinga Airport,Itapetinga,BR
Fazenda Mata Escura Airport,Parnarama,BR
Fazenda Rio Largo Airport,Caxias,BR
Ibotirama Airport,Ibotirama,BR
Ipiau Airport,Ipiau,BR
Fazenda Jumari Airport,Ipiacu,BR
Fazenda Masutti Airport,Campos De Julio,BR
Ibimirim Airport,Ibimirim,BR
Fazenda Jaqueline Airport,Vilhena,BR
Jardim de Angicos Airport,Jardim De Angicos,BR
Jacobina Airport,Jacobina,BR
Fazenda Agua Boa Airport,Ribamar Fiquene,BR
Joao Durval Carneiro Airport,Feira De Santana,BR
Fazenda Sertao do Formoso Airport,Jaborandi,BR
Fazenda Sao Jose da Lagoa Airport,Nova Crixas,BR
Sao Jose do Jacuipe Airport,Sao Jose Do Jacuipe,BR
Fazenda Fortaleza de Santa Terezinha Airport,Jequitai,BR
Fazenda Vo Anizio Airport,Dois Irmaos Do Buriti,BR
Jequie Airport,Jequie,BR
Fazenda do Rochedo Airport,Juiz De Fora,BR
Aeroporto Elias Breder Airport,Manhuacu,BR
Januaria Airport,Januaria,BR
Aeroclube Airport,Joao Pessoa,BR
Joao Pinheiro Airport,Joao Pinheiro,BR
Jequitinhonha Airport,Jequitinhonha,BR
Prefeito Octavio de Almeida Neves Airport,Sao Joao Del Rei,BR
Jardim do Serido Airport,Jardim Do Serido,BR
Fazenda Caraibas Airport,Janauba,BR
Fazenda Santa Monica Airport,Sao Joao Da Ponte,BR
Jaragua Airport,Sacramento,BR
Fazenda Santa Izabel do Porto Seguro da Jau Airport,Sao Felix Do Xingu,BR
Aeroclube Airport,Campina Grande,BR
Cocos Airport,Cocos,BR
Conceicao do Mato Dentro Airport,Conceicao Do Mato Dentro,BR
Santana do Araguaia Airport,Santana Do Araguaia,BR
Conselheiro Lafaiete Airport,Conselheiro Lafaiete,BR
Creputia Airport,Creputia,BR
Cachoeiro do Itapemirim Airport,Cachoeiro Do Itapemirim,BR
Fazenda Rio Dourado Airport,Cumaru Do Norte,BR
Caico Airport,Caico,BR
Colinas Airport,Colinas,BR
Currais Novos Airport,Currais Novos,BR
Brotas de Macaubas Airport,Brotas De Macaubas,BR
Klaus Mangold Airport,Ipixuna Do Para,BR
Corrente Airport,Corrente,BR
Santa Rita de Cassia Airport,Santa Rita De Cassia,BR
Crepurizinho Airport,Itaituba,BR
Canudos Airport,Canudos,BR
Fazenda Campo Verde Airport,Tartarugalzinho,BR
Fazenda Boa Sorte Airport,Iacri,BR
Marborges Airport,Moju,BR
Fazenda Cikel Airport,Paragominas,BR
Fazenda Remanso do Pito Airport,Navirai,BR
Fazenda Lagoa das Antas Airport,Canaa Dos Carajas,BR
Fazenda Magdalena,Lábrea,BR
Las Casas Airport,Las Casas,BR
Fazenda Serra Azul Airport,Itaituba,BR
Filial Campo Florido Airport,Campo Florido,BR
Serra do Cipo Airport,Jaboticatubas,BR
Lajinha Airport,Lajinha,BR
Abaete Airport,Abaete,BR
Agropecuaria Ceu Aberto Ltda Airport,Aripuana,BR
Agropecuaria Ferreira Penco Ltda Airport,Aripuana,BR
Fazenda Agropecuaria Rancho 11 Airport,Porto Esperidiao,BR
Linhares Airport,Linhares,BR
Sao Lourenco Airport,Sao Lourenco,BR
Fazenda Conforto Airport,Nova Crixas,BR
Paulistana Airport,Paulistana,BR
Fazenda Boa Luz Airport,Laranjeiras,BR
Lavrinhas Airport,Lavrinhas,BR
Fazenda Primavera I Airport,Rondon Do Para,BR
Lagoa da Prata Airport,Lagoa Da Prata,BR
Fazenda Boca da Mata Airport,Divinopolis Do Tocantins,BR
Monte Alegre Airport,Monte Alegre,BR
Mombaca Airport,Mombaca,BR
Macaubas Airport,Macaubas,BR
Mundico Coelho Airport,Itaituba,BR
Costa dos Coqueiros Airport,Mata De Sao Joao,BR
Agropastoril Monte Alegre Airport,Monte Belo,BR
Mina Caraiba Airport,Jaguarari,BR
Maracas Airport,Maracas,BR
Mocambinho Airport,Jaiba,BR
Manduca Leao Airport,Rio Largo,BR
Morada Nova de Minas Airport,Morada Nova De Minas,BR
Minas Novas Airport,Minas Novas,BR
Morada Nova Airport,Morada Nova,BR
Fazenda Marocopa Airport,Paracatu,BR
Marau Airport,Marau,BR
Monte Santo de Minas Airport,Monte Santo De Minas,BR
